DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter384,Ciprofloxacin,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter393,Clarithromycin,Moderate
DDInter1632,Salbutamol,DDInter474,Dapagliflozin,Moderate
DDInter554,Digoxin,DDInter1632,Salbutamol,Moderate
DDInter577,Dobutamine,DDInter1632,Salbutamol,Moderate
DDInter584,Dopamine,DDInter1632,Salbutamol,Moderate
DDInter624,Efavirenz,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter650,Ephedrine,Moderate
DDInter670,Erythromycin,DDInter1632,Salbutamol,Moderate
DDInter758,Fluoxetine,DDInter1632,Salbutamol,Moderate
DDInter790,Furosemide,DDInter1632,Salbutamol,Moderate
DDInter825,Glimepiride,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter826,Glipizide,Moderate
DDInter853,Haloperidol,DDInter1632,Salbutamol,Moderate
DDInter883,Hydrochlorothiazide,DDInter1632,Salbutamol,Moderate
DDInter916,Indapamide,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter996,Ivabradine,Moderate
DDInter1632,Salbutamol,DDInter1008,Ketoconazole,Moderate
DDInter1018,Lactulose,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1055,Levofloxacin,Moderate
DDInter1632,Salbutamol,DDInter1070,Linagliptin,Moderate
DDInter1073,Linezolid,DDInter1632,Salbutamol,Moderate
DDInter1088,Loperamide,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1118,Magnesium hydroxide,Moderate
DDInter1123,Mannitol,DDInter1632,Salbutamol,Moderate
DDInter1164,Metformin,DDInter1632,Salbutamol,Moderate
DDInter1185,Methyldopa,DDInter1632,Salbutamol,Moderate
DDInter1200,Metoprolol,DDInter1632,Salbutamol,Moderate
DDInter1247,Moxifloxacin,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1271,Nebivolol,Moderate
DDInter1632,Salbutamol,DDInter1325,Ofloxacin,Moderate
DDInter1326,Olanzapine,DDInter1632,Salbutamol,Moderate
DDInter1342,Ondansetron,DDInter1632,Salbutamol,Moderate
DDInter1375,Oxytocin,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1533,Promethazine,Moderate
DDInter1538,Propofol,DDInter1632,Salbutamol,Moderate
DDInter1539,Propranolol,DDInter1632,Salbutamol,Major
DDInter1605,Risperidone,DDInter1632,Salbutamol,Moderate
DDInter1635,Salmeterol,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter1664,Sevoflurane,Moderate
DDInter1632,Salbutamol,DDInter1679,Sitagliptin,Moderate
DDInter1769,Terbutaline,DDInter1632,Salbutamol,Moderate
DDInter1809,Timolol,DDInter1632,Salbutamol,Major
DDInter1821,Tizanidine,DDInter1632,Salbutamol,Moderate
DDInter1632,Salbutamol,DDInter45,Alimemazine,Moderate
DDInter195,Betamethasone,DDInter790,Furosemide,Moderate
DDInter790,Furosemide,DDInter569,Diphenhydramine,Moderate
DDInter527,Dextromethorphan,DDInter791,Gabapentin,Moderate
DDInter791,Gabapentin,DDInter569,Diphenhydramine,Moderate
DDInter44,Alfuzosin,DDInter569,Diphenhydramine,Moderate
DDInter44,Alfuzosin,DDInter1533,Promethazine,Moderate
DDInter44,Alfuzosin,DDInter1635,Salmeterol,Moderate
DDInter44,Alfuzosin,DDInter1769,Terbutaline,Moderate
DDInter44,Alfuzosin,DDInter45,Alimemazine,Moderate
DDInter195,Betamethasone,DDInter883,Hydrochlorothiazide,Moderate
DDInter883,Hydrochlorothiazide,DDInter513,Dexamethasone,Moderate
DDInter1513,Prednisolone,DDInter883,Hydrochlorothiazide,Moderate
DDInter883,Hydrochlorothiazide,DDInter1533,Promethazine,Moderate
DDInter1635,Salmeterol,DDInter883,Hydrochlorothiazide,Moderate
DDInter1769,Terbutaline,DDInter883,Hydrochlorothiazide,Moderate
DDInter883,Hydrochlorothiazide,DDInter45,Alimemazine,Moderate
DDInter78,Amitriptyline,DDInter362,Chlorpheniramine,Moderate
DDInter1870,Trihexyphenidyl,DDInter362,Chlorpheniramine,Moderate
DDInter78,Amitriptyline,DDInter343,Cetirizine,Moderate
DDInter162,Baclofen,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter293,Carbamazepine,Moderate
DDInter343,Cetirizine,DDInter363,Chlorpromazine,Moderate
DDInter343,Cetirizine,DDInter534,Diazepam,Moderate
DDInter343,Cetirizine,DDInter569,Diphenhydramine,Moderate
DDInter343,Cetirizine,DDInter758,Fluoxetine,Moderate
DDInter343,Cetirizine,DDInter791,Gabapentin,Moderate
DDInter343,Cetirizine,DDInter853,Haloperidol,Moderate
DDInter343,Cetirizine,DDInter1007,Ketamine,Moderate
DDInter343,Cetirizine,DDInter1046,Levetiracetam,Moderate
DDInter343,Cetirizine,DDInter1088,Loperamide,Moderate
DDInter343,Cetirizine,DDInter1172,Methocarbamol,Moderate
DDInter343,Cetirizine,DDInter1197,Metoclopramide,Moderate
DDInter343,Cetirizine,DDInter1212,Midazolam,Moderate
DDInter1244,Morphine,DDInter343,Cetirizine,Moderate
DDInter1326,Olanzapine,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter1442,Phenobarbital,Moderate
DDInter1460,Phenytoin,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter1505,Pramipexole,Moderate
DDInter1516,Pregabalin,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter1533,Promethazine,Moderate
DDInter343,Cetirizine,DDInter1538,Propofol,Moderate
DDInter343,Cetirizine,DDInter1605,Risperidone,Moderate
DDInter343,Cetirizine,DDInter1607,Ritonavir,Moderate
DDInter343,Cetirizine,DDInter1821,Tizanidine,Moderate
DDInter1834,Topiramate,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter1870,Trihexyphenidyl,Moderate
DDInter343,Cetirizine,DDInter45,Alimemazine,Moderate
DDInter1164,Metformin,DDInter195,Betamethasone,Moderate
DDInter1164,Metformin,DDInter513,Dexamethasone,Moderate
DDInter1164,Metformin,DDInter650,Ephedrine,Moderate
DDInter1164,Metformin,DDInter1513,Prednisolone,Moderate
DDInter66,Amikacin,DDInter1123,Mannitol,Major
DDInter66,Amikacin,DDInter1277,Neomycin,Moderate
DDInter76,Amiodarone,DDInter246,Budesonide,Moderate
DDInter76,Amiodarone,DDInter513,Dexamethasone,Major
DDInter569,Diphenhydramine,DDInter76,Amiodarone,Moderate
DDInter1533,Promethazine,DDInter76,Amiodarone,Major
DDInter1635,Salmeterol,DDInter76,Amiodarone,Moderate
DDInter1769,Terbutaline,DDInter76,Amiodarone,Major
DDInter76,Amiodarone,DDInter45,Alimemazine,Major
DDInter1533,Promethazine,DDInter77,Amisulpride,Major
DDInter1635,Salmeterol,DDInter77,Amisulpride,Moderate
DDInter1769,Terbutaline,DDInter77,Amisulpride,Major
DDInter45,Alimemazine,DDInter77,Amisulpride,Major
DDInter78,Amitriptyline,DDInter569,Diphenhydramine,Moderate
DDInter78,Amitriptyline,DDInter650,Ephedrine,Major
DDInter78,Amitriptyline,DDInter970,Ipratropium,Moderate
DDInter78,Amitriptyline,DDInter1053,Levocetirizine,Moderate
DDInter78,Amitriptyline,DDInter1533,Promethazine,Moderate
DDInter78,Amitriptyline,DDInter1635,Salmeterol,Moderate
DDInter78,Amitriptyline,DDInter1769,Terbutaline,Moderate
DDInter78,Amitriptyline,DDInter45,Alimemazine,Moderate
DDInter79,Amlodipine,DDInter195,Betamethasone,Moderate
DDInter79,Amlodipine,DDInter246,Budesonide,Moderate
DDInter79,Amlodipine,DDInter513,Dexamethasone,Moderate
DDInter79,Amlodipine,DDInter1513,Prednisolone,Moderate
DDInter79,Amlodipine,DDInter1533,Promethazine,Moderate
DDInter79,Amlodipine,DDInter45,Alimemazine,Moderate
DDInter336,Celecoxib,DDInter527,Dextromethorphan,Moderate
DDInter1538,Propofol,DDInter1053,Levocetirizine,Moderate
DDInter1538,Propofol,DDInter1533,Promethazine,Moderate
DDInter1538,Propofol,DDInter1635,Salmeterol,Moderate
DDInter1538,Propofol,DDInter1769,Terbutaline,Moderate
DDInter1538,Propofol,DDInter45,Alimemazine,Moderate
DDInter1088,Loperamide,DDInter569,Diphenhydramine,Moderate
DDInter1088,Loperamide,DDInter1053,Levocetirizine,Moderate
DDInter1088,Loperamide,DDInter1533,Promethazine,Moderate
DDInter1088,Loperamide,DDInter1769,Terbutaline,Moderate
DDInter1088,Loperamide,DDInter45,Alimemazine,Moderate
DDInter1244,Morphine,DDInter527,Dextromethorphan,Moderate
DDInter1244,Morphine,DDInter569,Diphenhydramine,Moderate
DDInter1244,Morphine,DDInter1053,Levocetirizine,Moderate
DDInter1244,Morphine,DDInter1533,Promethazine,Moderate
DDInter1244,Morphine,DDInter45,Alimemazine,Moderate
DDInter195,Betamethasone,DDInter20,Acetylsalicylic acid,Moderate
DDInter20,Acetylsalicylic acid,DDInter246,Budesonide,Moderate
DDInter20,Acetylsalicylic acid,DDInter513,Dexamethasone,Moderate
DDInter1513,Prednisolone,DDInter20,Acetylsalicylic acid,Moderate
DDInter1340,Omeprazole,DDInter1277,Neomycin,Moderate
DDInter130,Atenolol,DDInter195,Betamethasone,Moderate
DDInter130,Atenolol,DDInter246,Budesonide,Moderate
DDInter130,Atenolol,DDInter513,Dexamethasone,Moderate
DDInter130,Atenolol,DDInter569,Diphenhydramine,Moderate
DDInter130,Atenolol,DDInter650,Ephedrine,Moderate
DDInter130,Atenolol,DDInter1513,Prednisolone,Moderate
DDInter130,Atenolol,DDInter1533,Promethazine,Moderate
DDInter130,Atenolol,DDInter1635,Salmeterol,Moderate
DDInter130,Atenolol,DDInter1769,Terbutaline,Moderate
DDInter130,Atenolol,DDInter45,Alimemazine,Moderate
DDInter133,Atorvastatin,DDInter513,Dexamethasone,Moderate
DDInter136,Atropine,DDInter569,Diphenhydramine,Moderate
DDInter970,Ipratropium,DDInter136,Atropine,Moderate
DDInter1453,Phenylephrine,DDInter136,Atropine,Moderate
DDInter136,Atropine,DDInter1533,Promethazine,Moderate
DDInter136,Atropine,DDInter45,Alimemazine,Moderate
DDInter157,Azithromycin,DDInter1533,Promethazine,Moderate
DDInter157,Azithromycin,DDInter1635,Salmeterol,Moderate
DDInter157,Azithromycin,DDInter1769,Terbutaline,Moderate
DDInter157,Azithromycin,DDInter45,Alimemazine,Moderate
DDInter162,Baclofen,DDInter527,Dextromethorphan,Moderate
DDInter162,Baclofen,DDInter569,Diphenhydramine,Moderate
DDInter162,Baclofen,DDInter1053,Levocetirizine,Moderate
DDInter162,Baclofen,DDInter1533,Promethazine,Moderate
DDInter162,Baclofen,DDInter45,Alimemazine,Moderate
DDInter513,Dexamethasone,DDInter212,Bisacodyl,Moderate
DDInter216,Bisoprolol,DDInter513,Dexamethasone,Moderate
DDInter292,Captopril,DDInter513,Dexamethasone,Moderate
DDInter293,Carbamazepine,DDInter513,Dexamethasone,Moderate
DDInter305,Carvedilol,DDInter513,Dexamethasone,Moderate
DDInter336,Celecoxib,DDInter513,Dexamethasone,Moderate
DDInter384,Ciprofloxacin,DDInter513,Dexamethasone,Major
DDInter393,Clarithromycin,DDInter513,Dexamethasone,Moderate
DDInter513,Dexamethasone,DDInter474,Dapagliflozin,Moderate
DDInter513,Dexamethasone,DDInter482,Darunavir,Moderate
DDInter554,Digoxin,DDInter513,Dexamethasone,Moderate
DDInter557,Dihydroergotamine,DDInter513,Dexamethasone,Moderate
DDInter561,Diltiazem,DDInter513,Dexamethasone,Moderate
DDInter624,Efavirenz,DDInter513,Dexamethasone,Moderate
DDInter638,Enalapril,DDInter513,Dexamethasone,Moderate
DDInter670,Erythromycin,DDInter513,Dexamethasone,Moderate
DDInter699,Etodolac,DDInter513,Dexamethasone,Moderate
DDInter716,Felodipine,DDInter513,Dexamethasone,Moderate
DDInter790,Furosemide,DDInter513,Dexamethasone,Moderate
DDInter825,Glimepiride,DDInter513,Dexamethasone,Moderate
DDInter826,Glipizide,DDInter513,Dexamethasone,Moderate
DDInter916,Indapamide,DDInter513,Dexamethasone,Moderate
DDInter972,Irbesartan,DDInter513,Dexamethasone,Moderate
DDInter995,Itraconazole,DDInter513,Dexamethasone,Moderate
DDInter513,Dexamethasone,DDInter996,Ivabradine,Moderate
DDInter1008,Ketoconazole,DDInter513,Dexamethasone,Moderate
DDInter1009,Ketoprofen,DDInter513,Dexamethasone,Moderate
DDInter1018,Lactulose,DDInter513,Dexamethasone,Moderate
DDInter1055,Levofloxacin,DDInter513,Dexamethasone,Major
DDInter513,Dexamethasone,DDInter1070,Linagliptin,Moderate
DDInter1079,Lisinopril,DDInter513,Dexamethasone,Moderate
DDInter1095,Losartan,DDInter513,Dexamethasone,Moderate
DDInter513,Dexamethasone,DDInter1118,Magnesium hydroxide,Moderate
DDInter1143,Meloxicam,DDInter513,Dexamethasone,Moderate
DDInter1185,Methyldopa,DDInter513,Dexamethasone,Moderate
DDInter1187,Methylergometrine,DDInter513,Dexamethasone,Moderate
DDInter1200,Metoprolol,DDInter513,Dexamethasone,Moderate
DDInter1247,Moxifloxacin,DDInter513,Dexamethasone,Major
DDInter1254,Nabumetone,DDInter513,Dexamethasone,Moderate
DDInter1266,Naproxen,DDInter513,Dexamethasone,Moderate
DDInter513,Dexamethasone,DDInter1271,Nebivolol,Moderate
DDInter1287,Nicardipine,DDInter513,Dexamethasone,Moderate
DDInter1325,Ofloxacin,DDInter513,Dexamethasone,Major
DDInter1431,Perindopril,DDInter513,Dexamethasone,Moderate
DDInter1442,Phenobarbital,DDInter513,Dexamethasone,Moderate
DDInter1460,Phenytoin,DDInter513,Dexamethasone,Moderate
DDInter1539,Propranolol,DDInter513,Dexamethasone,Moderate
DDInter1590,Rifampicin,DDInter513,Dexamethasone,Moderate
DDInter1607,Ritonavir,DDInter513,Dexamethasone,Moderate
DDInter513,Dexamethasone,DDInter1679,Sitagliptin,Moderate
DDInter1633,Salicylic acid (sodium),DDInter513,Dexamethasone,Moderate
DDInter1707,Spironolactone,DDInter513,Dexamethasone,Moderate
DDInter1759,Telmisartan,DDInter513,Dexamethasone,Moderate
DDInter513,Dexamethasone,DDInter1802,Ticagrelor,Moderate
DDInter1809,Timolol,DDInter513,Dexamethasone,Moderate
DDInter1915,Valsartan,DDInter513,Dexamethasone,Moderate
DDInter1928,Verapamil,DDInter513,Dexamethasone,Moderate
DDInter195,Betamethasone,DDInter1442,Phenobarbital,Moderate
DDInter527,Dextromethorphan,DDInter1442,Phenobarbital,Moderate
DDInter1513,Prednisolone,DDInter1442,Phenobarbital,Moderate
DDInter1533,Promethazine,DDInter1442,Phenobarbital,Moderate
DDInter1442,Phenobarbital,DDInter45,Alimemazine,Moderate
DDInter195,Betamethasone,DDInter212,Bisacodyl,Moderate
DDInter195,Betamethasone,DDInter216,Bisoprolol,Moderate
DDInter195,Betamethasone,DDInter292,Captopril,Moderate
DDInter195,Betamethasone,DDInter293,Carbamazepine,Moderate
DDInter195,Betamethasone,DDInter305,Carvedilol,Moderate
DDInter195,Betamethasone,DDInter336,Celecoxib,Moderate
DDInter195,Betamethasone,DDInter384,Ciprofloxacin,Major
DDInter195,Betamethasone,DDInter393,Clarithromycin,Moderate
DDInter195,Betamethasone,DDInter474,Dapagliflozin,Moderate
DDInter195,Betamethasone,DDInter482,Darunavir,Moderate
DDInter554,Digoxin,DDInter195,Betamethasone,Moderate
DDInter561,Diltiazem,DDInter195,Betamethasone,Moderate
DDInter195,Betamethasone,DDInter624,Efavirenz,Moderate
DDInter195,Betamethasone,DDInter638,Enalapril,Moderate
DDInter670,Erythromycin,DDInter195,Betamethasone,Moderate
DDInter195,Betamethasone,DDInter699,Etodolac,Moderate
DDInter195,Betamethasone,DDInter716,Felodipine,Moderate
DDInter825,Glimepiride,DDInter195,Betamethasone,Moderate
DDInter195,Betamethasone,DDInter826,Glipizide,Moderate
DDInter195,Betamethasone,DDInter916,Indapamide,Moderate
DDInter195,Betamethasone,DDInter972,Irbesartan,Moderate
DDInter195,Betamethasone,DDInter995,Itraconazole,Moderate
DDInter195,Betamethasone,DDInter1008,Ketoconazole,Moderate
DDInter195,Betamethasone,DDInter1009,Ketoprofen,Moderate
DDInter195,Betamethasone,DDInter1018,Lactulose,Moderate
DDInter195,Betamethasone,DDInter1055,Levofloxacin,Major
DDInter195,Betamethasone,DDInter1070,Linagliptin,Moderate
DDInter195,Betamethasone,DDInter1079,Lisinopril,Moderate
DDInter195,Betamethasone,DDInter1095,Losartan,Moderate
DDInter195,Betamethasone,DDInter1118,Magnesium hydroxide,Moderate
DDInter195,Betamethasone,DDInter1143,Meloxicam,Moderate
DDInter195,Betamethasone,DDInter1185,Methyldopa,Moderate
DDInter1200,Metoprolol,DDInter195,Betamethasone,Moderate
DDInter1247,Moxifloxacin,DDInter195,Betamethasone,Major
DDInter195,Betamethasone,DDInter1254,Nabumetone,Moderate
DDInter195,Betamethasone,DDInter1266,Naproxen,Moderate
DDInter195,Betamethasone,DDInter1271,Nebivolol,Moderate
DDInter195,Betamethasone,DDInter1287,Nicardipine,Moderate
DDInter195,Betamethasone,DDInter1325,Ofloxacin,Major
DDInter195,Betamethasone,DDInter1431,Perindopril,Moderate
DDInter1460,Phenytoin,DDInter195,Betamethasone,Moderate
DDInter195,Betamethasone,DDInter1539,Propranolol,Moderate
DDInter195,Betamethasone,DDInter1590,Rifampicin,Moderate
DDInter195,Betamethasone,DDInter1607,Ritonavir,Moderate
DDInter195,Betamethasone,DDInter1679,Sitagliptin,Moderate
DDInter195,Betamethasone,DDInter1633,Salicylic acid (sodium),Moderate
DDInter1707,Spironolactone,DDInter195,Betamethasone,Moderate
DDInter195,Betamethasone,DDInter1759,Telmisartan,Moderate
DDInter1809,Timolol,DDInter195,Betamethasone,Moderate
DDInter1915,Valsartan,DDInter195,Betamethasone,Moderate
DDInter195,Betamethasone,DDInter1928,Verapamil,Moderate
DDInter527,Dextromethorphan,DDInter293,Carbamazepine,Moderate
DDInter363,Chlorpromazine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter534,Diazepam,Moderate
DDInter527,Dextromethorphan,DDInter569,Diphenhydramine,Moderate
DDInter853,Haloperidol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1007,Ketamine,Moderate
DDInter527,Dextromethorphan,DDInter1046,Levetiracetam,Moderate
DDInter527,Dextromethorphan,DDInter1073,Linezolid,Major
DDInter1172,Methocarbamol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1197,Metoclopramide,Moderate
DDInter527,Dextromethorphan,DDInter1212,Midazolam,Moderate
DDInter1326,Olanzapine,DDInter527,Dextromethorphan,Moderate
DDInter1460,Phenytoin,DDInter527,Dextromethorphan,Moderate
DDInter1505,Pramipexole,DDInter527,Dextromethorphan,Moderate
DDInter1516,Pregabalin,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1533,Promethazine,Moderate
DDInter527,Dextromethorphan,DDInter1605,Risperidone,Moderate
DDInter1607,Ritonavir,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1821,Tizanidine,Moderate
DDInter1834,Topiramate,DDInter527,Dextromethorphan,Moderate
DDInter1870,Trihexyphenidyl,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter45,Alimemazine,Moderate
DDInter1123,Mannitol,DDInter212,Bisacodyl,Moderate
DDInter1513,Prednisolone,DDInter212,Bisacodyl,Moderate
DDInter1769,Terbutaline,DDInter212,Bisacodyl,Moderate
DDInter45,Alimemazine,DDInter212,Bisacodyl,Moderate
DDInter1941,Vitamin A,DDInter1783,Tetracycline,Major
DDInter216,Bisoprolol,DDInter246,Budesonide,Moderate
DDInter216,Bisoprolol,DDInter569,Diphenhydramine,Moderate
DDInter216,Bisoprolol,DDInter650,Ephedrine,Moderate
DDInter216,Bisoprolol,DDInter1513,Prednisolone,Moderate
DDInter216,Bisoprolol,DDInter1533,Promethazine,Moderate
DDInter216,Bisoprolol,DDInter1635,Salmeterol,Moderate
DDInter216,Bisoprolol,DDInter1769,Terbutaline,Moderate
DDInter216,Bisoprolol,DDInter45,Alimemazine,Moderate
DDInter1453,Phenylephrine,DDInter1185,Methyldopa,Moderate
DDInter292,Captopril,DDInter246,Budesonide,Moderate
DDInter305,Carvedilol,DDInter246,Budesonide,Moderate
DDInter336,Celecoxib,DDInter246,Budesonide,Moderate
DDInter384,Ciprofloxacin,DDInter246,Budesonide,Moderate
DDInter393,Clarithromycin,DDInter246,Budesonide,Major
DDInter416,Clotrimazole,DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter482,Darunavir,Moderate
DDInter561,Diltiazem,DDInter246,Budesonide,Moderate
DDInter638,Enalapril,DDInter246,Budesonide,Moderate
DDInter670,Erythromycin,DDInter246,Budesonide,Moderate
DDInter699,Etodolac,DDInter246,Budesonide,Moderate
DDInter716,Felodipine,DDInter246,Budesonide,Moderate
DDInter972,Irbesartan,DDInter246,Budesonide,Moderate
DDInter986,Isoniazid,DDInter246,Budesonide,Moderate
DDInter995,Itraconazole,DDInter246,Budesonide,Major
DDInter1008,Ketoconazole,DDInter246,Budesonide,Major
DDInter1009,Ketoprofen,DDInter246,Budesonide,Moderate
DDInter1079,Lisinopril,DDInter246,Budesonide,Moderate
DDInter1095,Losartan,DDInter246,Budesonide,Moderate
DDInter1143,Meloxicam,DDInter246,Budesonide,Moderate
DDInter1185,Methyldopa,DDInter246,Budesonide,Moderate
DDInter1200,Metoprolol,DDInter246,Budesonide,Moderate
DDInter1254,Nabumetone,DDInter246,Budesonide,Moderate
DDInter1266,Naproxen,DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter1271,Nebivolol,Moderate
DDInter1287,Nicardipine,DDInter246,Budesonide,Moderate
DDInter1431,Perindopril,DDInter246,Budesonide,Moderate
DDInter1539,Propranolol,DDInter246,Budesonide,Moderate
DDInter1607,Ritonavir,DDInter246,Budesonide,Major
DDInter1633,Salicylic acid (sodium),DDInter246,Budesonide,Moderate
DDInter1707,Spironolactone,DDInter246,Budesonide,Moderate
DDInter1759,Telmisartan,DDInter246,Budesonide,Moderate
DDInter246,Budesonide,DDInter1802,Ticagrelor,Moderate
DDInter1809,Timolol,DDInter246,Budesonide,Moderate
DDInter1915,Valsartan,DDInter246,Budesonide,Moderate
DDInter1928,Verapamil,DDInter246,Budesonide,Moderate
DDInter1326,Olanzapine,DDInter776,Formoterol,Moderate
DDInter1605,Risperidone,DDInter776,Formoterol,Moderate
DDInter569,Diphenhydramine,DDInter292,Captopril,Moderate
DDInter1123,Mannitol,DDInter292,Captopril,Moderate
DDInter1513,Prednisolone,DDInter292,Captopril,Moderate
DDInter1533,Promethazine,DDInter292,Captopril,Moderate
DDInter292,Captopril,DDInter45,Alimemazine,Moderate
DDInter429,Codeine,DDInter293,Carbamazepine,Moderate
DDInter293,Carbamazepine,DDInter569,Diphenhydramine,Moderate
DDInter293,Carbamazepine,DDInter1053,Levocetirizine,Moderate
